GEOID,district,total,white,black,latino,other,adjtotal,adjwhite,adjblack,adjlatino,adjother,cvap,cvap_margin_of_error
040131079002,4,1609,1352,25,101,131,1616.091,1357.308,25.40213,101.7659,131.6154,1533,544
040131079003,4,1106,783,84,153,86,1111.989,786.0741,85.35116,154.1602,86.40397,853,218
040131080001,4,1490,1275,19,81,115,1496.466,1280.006,19.30562,81.61422,115.5402,757,176
040131080002,4,1987,1651,18,154,164,1995.71,1657.482,18.28954,155.1678,164.7704,1213,269
040131081001,4,2329,1933,52,214,130,2339.659,1940.589,52.83644,215.6228,130.6107,1847,365
040131082001,4,858,683,26,101,48,862.0912,685.6815,26.41822,101.7659,48.22547,844,191
040131082002,4,1144,814,53,194,83,1149.909,817.1958,53.85252,195.4711,83.38988,611,136
040131082003,4,1305,1065,32,139,69,1311.074,1069.181,32.51473,140.054,69.32412,1005,181
040131083011,4,1214,983,23,133,75,1219.59,986.8593,23.36996,134.0085,75.3523,739,175
040131083012,5,1143,916,28,117,82,1148.319,919.5964,28.45039,117.8872,82.38518,1010,447
040131083013,5,1304,1031,44,113,116,1310.157,1035.048,44.70775,113.8569,116.5449,1041,233
040131083021,5,1561,1155,46,254,106,1568.698,1159.535,46.73992,255.9261,106.4979,818,169
040131083022,4,1635,1219,55,238,123,1643.053,1223.786,55.88469,239.8048,123.5778,1499,248
040131084001,5,513,280,72,117,44,516.3513,281.0993,73.15814,117.8872,44.20669,339,149
040131084002,5,969,731,35,135,68,973.7761,733.87,35.56299,136.0237,68.31942,921,515
040131084003,5,1144,607,117,306,114,1151.121,609.3831,118.882,308.3204,114.5355,999,372
040131084004,5,2179,1546,80,362,191,2189.999,1552.07,81.28683,364.7451,191.8972,1308,408
040131084005,5,1249,706,95,338,110,1256.38,708.7718,96.5281,340.563,110.5167,816,386
040131085011,5,1247,636,77,410,124,1254.427,638.497,78.23857,413.109,124.5825,693,149
040131085012,5,1328,759,103,328,138,1335.772,761.9798,104.6568,330.4872,138.6482,1136,418
040131085021,5,950,491,62,272,125,955.5748,492.9277,62.99729,274.0626,125.5872,433,154
040131085022,5,722,530,28,84,80,725.5439,532.0808,28.45039,84.63697,80.37579,703,288
040131085023,5,1226,731,72,265,158,1232.78,733.87,73.15814,267.0095,158.7422,1084,394
040131085024,5,714,539,43,75,57,717.6442,541.1162,43.69167,75.56873,57.26776,598,199
040131086011,5,1388,529,120,617,122,1397.259,531.0769,121.9302,621.6787,122.5731,1085,275
040131086012,5,1055,298,112,510,135,1062.473,299.17,113.8015,513.8673,135.6341,612,194
040131086021,5,1913,1003,171,540,199,1924.718,1006.938,173.7506,544.0948,199.9348,1507,424
040131086022,5,1782,563,274,695,250,1795.062,565.2103,278.4073,700.2702,251.1744,1180,418
040131086023,5,1395,726,110,361,198,1403.287,728.8504,111.7694,363.7375,198.93,1049,395
040131086024,5,1125,513,72,404,136,1131.875,515.014,73.15815,407.0636,136.6388,812,272
040131088021,5,842,546,43,198,55,846.595,548.1436,43.69167,199.5014,55.25836,684,272
040131088022,5,491,291,34,120,46,493.8154,292.1425,34.5469,120.9099,46.21608,275,96
040131088023,5,740,430,65,171,74,744.3781,431.6882,66.04555,172.2967,74.34761,691,183
040131089011,5,739,369,88,196,86,743.7545,370.4487,89.41551,197.4863,86.40397,409,147
040131089012,5,841,389,82,285,85,846.4067,390.5273,83.319,287.1612,85.39927,593,195
040131089013,5,944,487,59,340,58,949.7117,488.912,59.94903,342.5782,58.27244,776,215
040131089021,5,1345,491,222,379,253,1354.561,492.9277,225.5709,381.8739,254.1884,736,203
040131089022,5,1876,656,293,610,317,1889.403,658.5755,297.7129,614.6257,318.4891,1148,348
040131089023,5,821,280,91,403,47,826.8399,281.0993,92.46375,406.0559,47.22077,1010,407
040131089024,5,1056,492,86,402,76,1062.72,493.9317,87.38333,405.0484,76.357,601,173
040131090011,26,1856,251,380,1004,221,1871.749,251.9854,386.1124,1011.613,222.0381,968,332
040131090012,26,2523,311,509,1449,254,2544.59,312.221,517.1874,1459.987,255.1932,1328,309
040131090021,26,1226,218,281,415,312,1235.988,218.8559,285.52,418.1469,313.4656,717,227
040131090022,26,2103,270,313,1259,261,2119.868,271.0601,318.0347,1268.547,262.2261,906,261
040131090023,26,836,338,79,340,79,841.5471,339.327,80.27074,342.5782,79.3711,459,193
040131090031,26,2025,298,338,1247,142,2041.73,299.17,343.4368,1256.456,142.6671,877,315
040131090032,26,1368,287,144,852,85,1378.303,288.1268,146.3162,858.4608,85.39927,906,274
040131090033,26,1469,189,144,1079,57,1480.508,189.7421,146.3163,1087.182,57.26775,318,156
040131090034,26,815,85,98,603,29,821.6189,85.33372,99.57636,607.5725,29.13623,430,183
040131091011,26,1628,222,46,1268,92,1639.659,222.8716,46.73993,1277.615,92.43216,1053,325
040131091012,26,1797,168,51,1455,123,1810.091,168.6596,51.82034,1466.033,123.5778,575,186
040131091021,26,1590,136,316,1067,71,1604.041,136.5339,321.0829,1075.091,71.33352,674,315
040131091022,26,2685,269,70,2234,112,2704.648,270.0561,71.12597,2250.94,112.5261,1489,452
040131091023,26,1370,211,94,990,75,1380.2,211.8284,95.51203,997.5072,75.3523,550,184
040131092001,26,68,16,19,24,9,68.5927,16.06282,19.30562,24.18199,9.042277,0,13
040131092002,26,1358,198,88,935,137,1367.927,198.7774,89.4155,942.0902,137.6435,940,374
040131092003,26,1718,268,175,1183,92,1731.27,269.0522,177.8149,1191.971,92.43216,1021,301
040131092004,26,1194,233,373,484,104,1205.073,233.9148,378.9998,487.6702,104.4885,598,228
040131093001,26,1737,171,62,1462,42,1749.952,171.6714,62.99728,1473.086,42.19729,772,400
040131093002,26,2018,140,85,1727,66,2033.323,140.5496,86.36725,1740.096,66.31003,1047,303
040131093003,26,1012,115,29,808,60,1019.327,115.4515,29.46647,814.1269,60.28185,533,322
040131094011,24,1062,86,51,868,57,1070.008,86.33764,51.82034,874.582,57.26775,322,299
040131094012,24,2046,202,217,1544,83,2062.381,202.7931,220.4905,1555.708,83.38989,614,304
040131094013,24,1314,119,67,1089,39,1323.986,119.4672,68.07771,1097.258,39.1832,626,252
040131094021,24,1659,186,92,1317,64,1671.498,186.7303,93.47984,1326.987,64.30063,1135,584
040131094022,24,1668,171,50,1400,47,1680.313,171.6714,50.80427,1410.616,47.22077,925,514
040131094023,24,722,279,50,361,32,726.7875,280.0954,50.80427,363.7374,32.15032,754,465
040131095001,24,1993,297,65,1571,60,2007.406,298.1661,66.04554,1582.913,60.28184,1351,542
040131095002,24,1528,169,54,1270,35,1539.327,169.6635,54.8686,1279.63,35.16441,503,241
040131095003,24,1911,303,145,1393,70,1925.414,304.1896,147.3324,1403.563,70.32882,1135,300
040131096011,24,2357,253,92,1945,67,2374.537,253.9933,93.47984,1959.749,67.31473,1141,269
040131096012,24,1219,133,118,947,21,1228.7,133.5222,119.8981,954.1811,21.09864,533,178
040131096013,24,1664,223,87,1311,43,1676.418,223.8755,88.39943,1320.941,43.20198,564,247
040131096021,24,1814,187,86,1477,64,1827.618,187.7342,87.38334,1488.2,64.30063,732,175
040131096022,24,2779,222,275,2192,90,2801.34,222.8716,279.4235,2208.622,90.42276,1022,241
040131096023,24,1974,213,92,1613,56,1988.81,213.8363,93.47984,1625.231,56.26305,1487,1341
040131096031,24,1347,132,39,1126,50,1356.919,132.5182,39.62733,1134.538,50.23487,850,288
040131096032,24,1283,164,56,1023,40,1292.49,164.6439,56.90077,1030.757,40.18789,178,114
040131096033,24,1046,135,56,831,24,1053.845,135.53,56.90078,837.3015,24.11274,545,212
040131096034,24,1104,105,36,944,19,1112.239,105.4122,36.57907,951.1583,19.08925,596,262
040131096041,24,2919,294,105,2439,81,2940.718,295.1543,106.689,2457.495,81.38049,1257,384
040131096042,24,1269,144,77,989,59,1278.581,144.5654,78.23857,996.4995,59.27715,541,167
040131097021,24,2414,244,96,2036,38,2432.12,244.958,97.54419,2051.439,38.1785,1218,507
040131097022,24,1743,232,50,1430,31,1755.704,232.9109,50.80426,1440.844,31.14562,1093,524
040131097023,24,1131,116,53,928,34,1139.505,116.4554,53.85252,935.0371,34.15971,768,294
040131097031,24,1538,139,38,1321,40,1549.362,139.5457,38.61124,1331.017,40.1879,720,195
040131097032,24,1435,119,106,1148,62,1446.169,119.4672,107.705,1156.705,62.29123,951,457
040131097041,24,1412,116,23,1252,21,1422.418,116.4554,23.36996,1261.494,21.09864,411,130
040131097042,24,989,119,29,807,34,996.2127,119.4672,29.46647,813.1194,34.15971,404,129
040131097051,24,873,69,30,754,20,879.565,69.2709,30.48256,759.7176,20.09395,413,190
040131097052,24,1016,92,40,867,17,1023.659,92.36121,40.64341,873.5745,17.07985,600,216
040131097061,24,2486,157,122,2136,71,2505.11,157.6164,123.9624,2152.197,71.33351,1273,377
040131097071,24,928,67,174,655,32,936.1791,67.26305,176.7988,659.9669,32.15032,487,258
040131097072,24,1867,120,150,1516,81,1881.76,120.4711,152.4128,1527.496,81.38049,865,323
040131097073,24,2485,208,340,1828,109,2505.659,208.8166,345.469,1841.862,109.512,788,233
040131098011,24,2422,218,277,1833,94,2441.653,218.8559,281.4556,1846.9,94.44156,1235,331
040131098012,24,1922,121,45,1709,47,1936.379,121.4751,45.72384,1721.959,47.22078,736,161
040131098021,24,2218,206,101,1858,53,2234.771,206.8088,102.6246,1872.089,53.24896,1169,367
040131098022,24,1609,205,55,1315,34,1620.821,205.8048,55.88469,1324.972,34.15971,558,201
040131098023,24,1086,89,22,949,26,1094.022,89.34943,22.35388,956.1962,26.12213,767,310
040131099001,24,1602,114,54,1389,45,1614.06,114.4476,54.8686,1399.533,45.21138,817,305
040131099002,24,2665,203,262,2083,117,2686.356,203.797,266.2143,2098.795,117.5496,888,348
040131099003,24,2253,172,77,1959,45,2269.98,172.6753,78.23856,1973.855,45.21138,1099,654
040131099004,24,1133,85,29,987,32,1141.435,85.33372,29.46647,994.4845,32.15032,763,266
040131100011,26,2371,185,58,2091,37,2388.689,185.7263,58.93295,2106.856,37.1738,1126,325
040131100012,26,2249,178,57,1974,40,2265.772,178.6988,57.91686,1988.969,40.18789,969,320
040131100021,26,2088,154,68,1832,34,2103.75,154.6046,69.0938,1845.892,34.15971,879,356
040131100022,26,2379,281,128,1892,78,2396.875,282.1033,130.0589,1906.347,78.36639,1513,447
040131101001,26,1345,86,171,1031,57,1356.174,86.33764,173.7506,1038.818,57.26776,510,183
040131101002,26,1441,124,47,1217,53,1451.72,124.4868,47.75601,1226.229,53.24896,518,205
040131101003,26,2512,141,77,2217,77,2530.965,141.5536,78.23857,2233.812,77.3617,1239,451
040131101004,26,1432,74,23,1316,19,1442.729,74.29053,23.36996,1325.979,19.08925,1049,328
040131104001,5,1264,523,81,533,127,1271.995,525.0533,82.30291,537.0417,127.5966,1384,491
040131104002,5,1188,619,106,331,132,1195.265,621.4303,107.705,333.51,132.6201,588,181
040131104003,5,1572,822,129,497,124,1581.653,825.2273,131.075,500.7688,124.5825,1018,261
040131104004,5,1215,481,70,545,119,1222.706,482.8885,71.12597,549.1327,119.559,677,211
040131105011,5,1335,769,116,263,187,1342.758,772.0192,117.8659,264.9944,187.8784,656,163
040131105012,5,2502,1296,353,506,347,2518.233,1301.088,358.6781,509.8369,348.63,1547,211
040131105013,5,848,382,147,241,78,854.0582,383.4997,149.3645,242.8275,78.3664,432,153
040131105021,5,1566,793,162,370,241,1575.657,796.1133,164.6058,372.8057,242.1321,1401,386
040131105022,5,1637,909,131,394,203,1646.617,912.5688,133.1072,396.9877,203.9536,1266,237
040131106001,5,856,440,63,251,102,861.1233,441.7275,64.01337,252.9033,102.4791,516,164
040131106002,5,1496,566,125,627,178,1505.823,568.2221,127.0107,631.7545,178.8361,1342,716
040131106003,5,922,350,45,457,70,927.8922,351.3741,45.72384,460.4654,70.32882,316,165
040131106004,5,1729,1084,117,401,127,1738.775,1088.256,118.882,404.0407,127.5966,1060,285
040131107011,5,1153,369,120,560,104,1161.114,370.4487,121.9302,564.2464,104.4885,581,164
040131107012,5,1294,516,66,611,101,1302.195,518.0258,67.06163,615.6332,101.4744,715,228
040131107021,5,2137,771,168,997,201,2151.234,774.027,170.7023,1004.56,201.9442,1823,477
040131107022,5,1915,783,73,943,116,1926.944,786.0741,74.17423,950.1508,116.5449,1191,245
040131108011,5,1863,713,86,910,154,1874.807,715.7993,87.38333,916.9005,154.7234,1709,480
040131108012,5,1631,679,256,562,134,1642.675,681.6658,260.1178,566.2616,134.6295,688,252
040131108013,5,1205,549,140,361,155,1212.873,551.1555,142.2519,363.7375,155.7281,735,340
040131108021,5,966,523,40,348,55,971.594,525.0533,40.64341,350.6389,55.25835,748,143
040131108022,5,1291,725,60,399,107,1298.34,727.8464,60.96512,402.0256,107.5026,1029,326
040131109011,5,1069,762,50,210,47,1074.609,764.9917,50.80427,211.5924,47.22078,870,249
040131109012,5,2212,1154,230,668,160,2226.047,1158.531,233.6996,673.0655,160.7516,1642,374
040131109021,5,2267,1055,171,886,155,2281.339,1059.142,173.7506,892.7185,155.7281,1037,208
040131109022,5,1936,1081,131,566,158,1947.385,1085.244,133.1072,570.292,158.7422,1733,291
040131110001,8,833,515,66,197,55,837.8358,517.0219,67.06163,198.4939,55.25836,878,415
040131110002,8,967,701,24,159,83,971.7338,703.7522,24.38605,160.2057,83.38988,611,246
040131110003,8,1095,838,16,147,94,1100.104,841.29,16.25736,148.1147,94.44155,831,259
040131110004,8,788,535,28,115,110,791.9396,537.1005,28.45038,115.872,110.5167,804,676
040131110005,8,1066,753,50,198,65,1071.567,755.9564,50.80426,199.5014,65.30533,587,253
040131111001,8,1497,1212,27,153,105,1503.846,1216.758,27.4343,154.1602,105.4932,936,232
040131111002,8,1330,675,135,377,143,1338.353,677.6501,137.1715,379.8588,143.6718,907,239
040131111003,8,1833,1504,17,147,165,1841.068,1509.905,17.27345,148.1147,165.7751,1183,223
040131112011,8,1215,582,223,317,93,1223.713,584.2849,226.5871,319.4038,93.43686,569,272
040131112012,8,1276,671,114,360,131,1283.813,673.6345,115.8337,362.7299,131.6154,1475,477
040131112013,8,1879,549,220,980,130,1892.736,551.1554,223.5387,987.4313,130.6107,1339,481
040131112014,8,1331,707,32,457,135,1338.39,709.7757,32.51473,460.4654,135.6341,702,216
040131112021,8,2150,510,298,1125,217,2166.346,512.0023,302.7935,1133.531,218.0194,1064,187
040131112031,8,1614,510,549,307,248,1628.326,512.0023,557.8308,309.328,249.165,1221,271
040131112041,8,2454,947,435,710,362,2471.799,950.718,441.9971,715.3839,363.7005,2839,643
040131113001,8,910,316,82,421,91,916.1795,317.2407,83.31899,424.1924,91.42747,824,555
040131113002,8,1062,607,47,285,123,1067.878,609.3831,47.756,287.1612,123.5778,941,332
040131113003,8,1267,352,256,561,98,1277.214,353.382,260.1178,565.2541,98.46034,980,389
040131113004,8,1339,727,62,427,123,1346.667,729.8543,62.99728,430.238,123.5778,873,329
040131113005,8,1012,521,68,325,98,1018.064,523.0455,69.09379,327.4645,98.46034,781,251
040131114011,5,2131,466,63,1488,114,2145.662,467.8295,64.01338,1499.283,114.5355,1477,455
040131114012,5,2274,328,128,1734,84,2290.89,329.2877,130.0589,1747.149,84.39458,1049,370
040131114021,5,1951,650,192,973,136,1964.657,652.5519,195.0884,980.3783,136.6389,1443,430
040131114022,8,2005,537,220,1071,177,2019.6,539.1083,223.5388,1079.121,177.8314,1133,303
040131115011,5,2077,221,66,1692,98,2092.22,221.8677,67.06163,1704.83,98.46034,831,283
040131115021,5,1571,554,80,834,103,1581.27,556.1751,81.28682,840.3242,103.4838,1163,350
040131115022,5,1999,325,66,1560,48,2013.393,326.276,67.06163,1571.829,48.22547,1139,331
040131115023,5,1259,185,153,790,131,1268.793,185.7263,155.461,795.9905,131.6154,579,195
040131115024,5,1488,256,44,1117,71,1498.517,257.0051,44.70775,1125.47,71.33352,682,328
040131116011,5,1412,400,47,883,82,1421.407,401.5704,47.756,889.6958,82.38519,808,232
040131116012,5,1544,371,41,1055,77,1554.478,372.4566,41.6595,1063,77.3617,863,214
040131116021,5,598,208,88,262,40,602.4067,208.8166,89.4155,263.9868,40.1879,457,137
040131116022,5,2148,387,93,1596,72,2163.456,388.5194,94.49593,1608.102,72.33821,853,213
040131116023,5,1823,205,49,1531,38,1836.381,205.8048,49.78817,1542.61,38.1785,1331,363
040131117001,5,1584,726,65,657,136,1593.517,728.8503,66.04555,661.982,136.6388,1037,414
040131117002,5,1295,627,90,503,75,1303.076,629.4617,91.44767,506.8142,75.3523,1248,520
040131117003,5,1153,734,56,288,75,1159.319,736.8817,56.90078,290.1839,75.35231,956,369
040131117004,5,1171,659,48,342,122,1177.526,661.5873,48.77209,344.5934,122.5731,971,386
040131118001,5,858,500,71,166,121,862.9322,501.963,72.14206,167.2588,121.5684,479,206
040131118002,5,1539,1072,79,231,157,1546.969,1076.209,80.27073,232.7517,157.7375,959,242
040131118003,5,1483,1102,73,219,89,1490.579,1106.326,74.17422,220.6607,89.41806,1258,324
040131118004,5,1084,706,52,206,120,1089.734,708.7718,52.83644,207.5621,120.5637,1042,370
040131119001,5,801,570,27,144,60,805.046,572.2379,27.4343,145.0919,60.28184,696,131
040131119002,5,847,614,28,151,54,851.2597,616.4106,28.45039,152.145,54.25365,412,114
040131119003,5,722,441,27,209,45,725.962,442.7314,27.4343,210.5849,45.21138,914,231
040131121001,26,1155,69,16,1035,35,1163.541,69.2709,16.25736,1042.848,35.16441,662,214
040131121002,26,1675,97,21,1513,44,1687.398,97.38082,21.33779,1524.473,44.20668,645,189
040131121003,26,899,63,15,801,20,905.6565,63.24734,15.24128,807.074,20.09395,396,149
040131122011,26,2042,130,40,1828,44,2057.222,130.5104,40.64341,1841.862,44.20668,882,399
040131122012,26,2321,176,67,2021,57,2338.362,176.691,68.07771,2036.325,57.26775,1194,459
040131122021,26,1050,100,62,839,49,1057.982,100.3926,62.99728,845.3622,49.23017,361,147
040131122022,26,1374,134,47,1154,39,1384.216,134.5261,47.75601,1162.751,39.1832,729,192
040131122023,26,1951,312,140,1416,83,1965.604,313.2249,142.2519,1426.738,83.38988,1193,286
040131123011,26,1627,115,188,1225,99,1640.23,115.4515,191.024,1234.289,99.46504,1060,466
040131123012,26,1925,142,66,1634,83,1939.4,142.5575,67.06163,1646.39,83.38989,899,290
040131123013,26,1645,80,51,1498,16,1657.569,80.31409,51.82035,1509.359,16.07516,1177,692
040131123021,26,1486,67,96,1261,62,1497.661,67.26304,97.54418,1270.562,62.29123,511,246
040131123022,26,1529,158,99,1214,58,1540.691,158.6203,100.5924,1223.206,58.27244,785,276
040131123023,26,997,108,84,770,35,1004.779,108.424,85.35117,775.8389,35.16441,494,280
040131123024,26,1643,265,530,795,53,1658.843,266.0404,538.5252,801.0284,53.24896,817,246
040131123025,26,1408,92,55,1168,93,1418.54,92.36119,55.88469,1176.857,93.43686,580,215
040131124011,24,1590,142,102,1305,41,1602.287,142.5575,103.6407,1314.896,41.19259,563,177
040131124012,24,2411,149,94,2096,72,2429.329,149.585,95.51201,2111.894,72.33821,744,257
040131124013,24,1580,143,65,1350,22,1591.947,143.5614,66.04555,1360.237,22.10334,1175,476
040131124021,24,2408,187,70,2091,60,2425.998,187.7342,71.12597,2106.856,60.28184,1552,459
040131124022,24,1384,53,31,1275,25,1394.492,53.20808,31.49864,1284.668,25.11743,655,401
040131124023,24,1375,89,32,1214,40,1385.258,89.34942,32.51473,1223.206,40.1879,627,304
040131125021,24,2504,180,80,2186,58,2522.842,180.7067,81.28682,2202.576,58.27244,1482,530
040131125022,24,1374,99,40,1211,24,1384.328,99.38869,40.64341,1220.183,24.11274,329,159
040131125023,24,1416,101,37,1245,33,1426.588,101.3965,37.59516,1254.441,33.15501,844,323
040131125041,24,2238,121,97,1967,53,2255.2,121.475,98.56028,1981.916,53.24896,953,259
040131125042,24,1671,169,280,1196,26,1685.359,169.6635,284.5039,1205.069,26.12213,727,183
040131125071,24,1107,69,105,883,50,1115.891,69.2709,106.689,889.6958,50.23487,473,141
