GEOID,district,total,white,black,latino,other,adjtotal,adjwhite,adjblack,adjlatino,adjother,cvap,cvap_margin_of_error
040136102022,3,1571,1379,20,89,83,1577.801,1384.414,20.32171,89.67489,83.38988,1435,477
040136102023,3,1642,1400,36,92,114,1649.309,1405.497,36.57907,92.69764,114.5355,1122,246
040136103011,3,1148,854,50,130,114,1153.678,857.3528,50.80426,130.9858,114.5355,871,265
040136103012,3,2808,2170,115,335,188,2821.793,2178.52,116.8498,337.5403,188.8831,1209,256
040136103021,3,2673,2036,81,323,233,2685.84,2043.993,82.30291,325.4493,234.0945,1938,982
040136103022,3,2765,2176,110,239,240,2778.252,2184.543,111.7694,240.8123,241.1274,2479,415
040136104001,3,1717,1308,46,209,154,1725.184,1313.135,46.73992,210.5848,154.7234,1086,309
040136104002,3,803,632,13,88,70,806.6866,634.4813,13.20911,88.6673,70.32882,433,146
040136104003,3,1303,1030,46,141,86,1309.257,1034.044,46.73992,142.0692,86.40397,797,195
040136104004,3,1853,1463,52,219,119,1861.8,1468.744,52.83643,220.6607,119.559,1287,245
040136105001,3,1372,1183,19,92,78,1378.014,1187.645,19.30562,92.69763,78.36639,1485,473
040136105002,3,1742,1472,12,136,122,1749.577,1477.779,12.19302,137.0313,122.5731,1423,520
040136105003,3,2685,2299,31,240,115,2696.885,2308.026,31.49864,241.8199,115.5402,2289,635
040136105004,3,1517,1293,17,132,75,1523.703,1298.076,17.27345,133.001,75.3523,847,226
040136106001,3,341,230,16,40,55,342.722,230.903,16.25736,40.30332,55.25836,179,155
040136106002,3,2546,1918,156,302,170,2559.128,1925.53,158.5093,304.2901,170.7986,1433,315
040136106003,3,1802,1438,48,178,138,1810.416,1443.646,48.77209,179.3498,138.6482,1147,368
040136106004,3,1678,1276,60,192,150,1686.135,1281.01,60.96512,193.4559,150.7046,1000,424
040136107001,3,2977,2551,24,306,96,2990.173,2561.016,24.38605,308.3204,96.45095,2692,659
040136107002,3,639,561,9,30,39,641.758,563.2025,9.144767,30.22749,39.1832,521,243
040136107003,3,2727,2379,32,188,128,2738.882,2388.34,32.51473,189.4256,128.6013,2156,507
040136107004,3,1362,1138,22,136,66,1368.163,1142.468,22.35388,137.0313,66.31003,1049,560
040136108001,28,3013,2271,127,360,255,3027.886,2279.916,129.0428,362.7299,256.1978,2079,391
040136108002,28,73,52,3,5,13,73.35139,52.20416,3.048256,5.037915,13.06106,0,13
040136108003,28,3756,2657,117,402,580,3774.086,2667.432,118.882,405.0484,582.7245,2246,344
040136109011,28,2833,2030,75,375,353,2846.678,2037.97,76.2064,377.8436,354.6582,992,268
040136109012,28,1535,1150,47,167,171,1542.341,1154.515,47.75601,168.2664,171.8033,1347,545
040136109013,28,1173,929,13,134,97,1178.328,932.6473,13.20911,135.0161,97.45564,1009,311
040136109021,28,1801,1222,83,239,257,1810.152,1226.798,84.33508,240.8123,258.2072,765,211
040136109022,28,3234,2200,114,423,497,3250.013,2208.637,115.8337,426.2076,499.3346,2002,294
040136109031,28,3818,2942,98,413,365,3835.973,2953.55,99.57636,416.1318,366.7146,2216,232
040136110001,28,3187,2394,82,369,342,3202.122,2403.399,83.31899,371.7981,343.6065,2354,281
040136111001,28,1975,1446,78,248,203,1984.766,1451.677,79.25465,249.8806,203.9536,1471,314
040136111002,28,1968,1495,58,214,201,1977.37,1500.869,58.93294,215.6228,201.9442,1085,181
040136112001,28,2498,1878,66,298,256,2509.897,1885.373,67.06163,300.2597,257.2025,1931,468
040136112002,28,1209,855,26,146,182,1214.737,858.3568,26.41822,147.1071,182.8549,717,235
040136112003,28,1422,1044,43,229,106,1429.025,1048.099,43.69167,230.7365,106.4979,1097,256
040136112004,28,1437,1077,40,148,172,1443.802,1081.228,40.64341,149.1223,172.808,798,334
040136113001,28,0,0,0,0,0,0,0,0,0,0,0,13
040136113002,28,0,0,0,0,0,0,0,0,0,0,0,13
040136113003,3,2281,1653,125,278,225,2292.665,1659.49,127.0107,280.1081,226.0569,2102,499
040136113004,3,1806,1270,80,179,277,1814.931,1274.986,81.28683,180.3573,278.3012,1223,659
040136113005,2,2411,1610,151,294,356,2423.652,1616.321,153.4288,296.2293,357.6723,1189,311
040136113006,3,848,609,54,82,103,852.3653,611.391,54.86861,82.62181,103.4838,462,236
040136114001,28,2327,1779,57,234,257,2337.883,1785.984,57.91686,235.7744,258.2072,1471,351
040136114002,28,1704,1326,54,201,123,1712.177,1331.206,54.8686,202.5242,123.5778,1312,347
040136114003,28,2644,1949,88,249,358,2656.637,1956.652,89.4155,250.8882,359.6816,1783,575
040136115001,28,2464,1517,106,201,640,2476.191,1522.956,107.705,202.5242,643.0063,822,211
040136115002,28,1526,936,59,153,378,1533.56,939.6748,59.94903,154.1602,379.7756,1082,580
040136115003,28,1332,948,32,116,236,1338.225,951.7219,32.51473,116.8796,237.1086,1279,447
040136115004,28,2574,1760,83,252,479,2586.406,1766.91,84.33508,253.9109,481.2501,1792,361
040136116001,28,1262,1045,5,130,82,1267.554,1049.103,5.080426,130.9858,82.38518,813,153
040136116002,28,1837,1319,48,256,214,1845.897,1324.179,48.77209,257.9413,215.0052,1190,158
040136117001,28,1372,976,57,155,184,1378.788,979.8319,57.91685,156.1754,184.8643,1243,353
040136117002,28,1713,1376,37,152,148,1720.845,1381.402,37.59516,153.1526,148.6952,1000,443
040136117003,28,1784,1376,37,205,166,1792.332,1381.402,37.59515,206.5545,166.7798,1396,301
040136117004,28,1676,1362,60,144,110,1683.921,1367.347,60.96511,145.092,110.5167,1075,225
040136118001,28,2119,1629,56,279,155,2129.14,1635.396,56.90078,281.1157,155.7281,2177,648
040136118002,28,1902,1542,56,223,81,1911.026,1548.054,56.90078,224.691,81.38049,1082,299
040136118003,28,1127,813,24,209,81,1132.543,816.192,24.38605,210.5849,81.38049,578,251
040136118004,28,1613,1245,36,219,113,1620.659,1249.888,36.57907,220.6607,113.5308,1326,413
040136119001,28,1719,1150,77,289,203,1727.899,1154.515,78.23857,291.1915,203.9536,887,123
040136119002,28,1519,1135,64,190,130,1526.537,1139.456,65.02945,191.4408,130.6107,1245,357
040136120001,3,2190,1647,102,199,242,2200.753,1653.466,103.6407,200.509,243.1368,1136,327
040136120002,3,754,670,9,48,27,757.2661,672.6305,9.144767,48.36398,27.12683,576,137
040136120003,3,1456,1090,60,180,126,1463.201,1094.279,60.96512,181.365,126.5919,804,187
040136122001,2,3385,2344,71,325,645,3400.839,2353.203,72.14205,327.4645,648.0298,2102,506
040136122002,2,3148,2174,102,287,585,3163.101,2182.536,103.6407,289.1763,587.748,2578,596
040136123011,2,981,770,6,92,113,985.348,773.0231,6.096511,92.69763,113.5308,462,211
040136123012,2,3050,1813,222,311,704,3066.354,1820.118,225.5709,313.3583,707.3069,1733,465
040136123021,2,1906,1302,79,192,333,1915.403,1307.112,80.27074,193.4559,334.5642,1177,371
040136123022,2,1500,1011,78,189,222,1507.7,1014.969,79.25465,190.4332,223.0428,959,301
040136123023,2,1544,990,39,127,388,1551.3,993.8868,39.62733,127.963,389.8226,849,444
040136124011,2,1916,1422,60,230,204,1925.25,1427.583,60.96512,231.7441,204.9583,1137,253
040136124012,2,2580,1996,71,231,282,2592.055,2003.836,72.14205,232.7517,283.3247,1701,226
040136124021,2,3364,2357,78,330,599,3379.825,2366.254,79.25465,332.5024,601.8138,2126,299
040136124022,2,826,644,29,76,77,829.9328,646.5284,29.46647,76.57631,77.36169,576,426
040136125001,3,1707,1483,14,103,107,1714.331,1488.822,14.22519,103.7811,107.5026,1171,263
040136125002,3,1657,1461,30,107,59,1664.307,1466.736,30.48256,107.8114,59.27714,1186,281
040136125003,3,1076,934,14,76,52,1080.713,937.667,14.22519,76.5763,52.24426,665,150
040136126001,3,1142,965,14,92,71,1147.045,968.7886,14.22519,92.69764,71.33351,827,228
040136126002,3,1255,1099,13,95,48,1260.47,1103.315,13.20911,95.72038,48.22547,884,187
040136127001,3,1109,956,13,67,73,1113.813,959.7533,13.20911,67.50806,73.3429,946,125
040136127002,3,1130,957,15,80,78,1134.972,960.7573,15.24128,80.60664,78.36639,921,157
040136128001,3,2444,1998,43,181,222,2454.951,2005.844,43.69167,182.3725,223.0428,1574,114
040136129001,3,1237,1016,24,114,83,1242.629,1019.989,24.38605,114.8645,83.38988,717,131
040136129002,3,1381,1167,10,115,89,1387.033,1171.582,10.16085,115.8721,89.41806,1299,199
040136130001,3,2743,2325,27,176,215,2754.907,2334.128,27.4343,177.3346,216.0099,2061,647
040136130002,3,1577,1344,30,64,139,1583.898,1349.277,30.48256,64.48531,139.6529,1122,217
040136130003,3,1789,1504,40,96,149,1796.976,1509.905,40.64341,96.72797,149.6999,1333,318
040136131001,3,692,662,1,17,12,694.8003,664.5991,1.016085,17.12891,12.05637,595,228
040136131002,3,1264,1146,21,44,53,1269.42,1150.499,21.33779,44.33365,53.24896,1033,162
040136131003,3,937,856,3,35,43,940.8764,859.3608,3.048256,35.26541,43.20199,915,260
040136132001,3,973,828,30,63,52,977.4553,831.2507,30.48256,63.47773,52.24426,986,356
040136132002,3,1363,1164,15,86,98,1368.924,1168.57,15.24128,86.65214,98.46034,942,235
040136132003,3,1426,1264,9,80,73,1432.057,1268.963,9.144767,80.60664,73.3429,1152,287
040136133001,3,2075,1705,49,132,189,2084.371,1711.694,49.78818,133.001,189.8878,1652,361
040136133002,3,1275,1013,35,115,112,1280.938,1016.977,35.56298,115.872,112.5261,877,363
040136133003,3,1116,882,16,115,103,1121.076,885.4628,16.25736,115.872,103.4838,917,296
040136133004,3,1307,1094,40,80,93,1312.982,1098.295,40.64341,80.60664,93.43686,883,304
040136133005,3,1119,902,29,94,94,1124.162,905.5414,29.46647,94.71281,94.44156,564,150
040136134001,28,1687,1454,28,121,84,1694.471,1459.709,28.45039,121.9176,84.39458,1585,238
040136134002,28,2183,1702,71,277,133,2193.549,1708.682,72.14205,279.1005,133.6248,1725,331
040136135001,28,1395,1066,92,186,51,1402.315,1070.185,93.47984,187.4104,51.23957,1115,213
040136135002,28,1040,725,57,143,115,1045.388,727.8464,57.91686,144.0844,115.5402,714,338
040136135003,28,1886,1376,70,240,200,1895.288,1381.402,71.12597,241.8199,200.9395,1309,334
040136136011,28,1311,801,42,198,270,1317.59,804.1447,42.67558,199.5014,271.2683,684,135
040136136012,28,1495,1158,49,196,92,1502.253,1162.546,49.78818,197.4863,92.43216,1065,247
040136136013,28,1322,1000,15,212,95,1328.221,1003.926,15.24128,213.6076,95.44625,888,213
040136136021,28,3463,2178,97,444,744,3479.973,2186.551,98.56027,447.3668,747.4949,1277,279
040136136022,28,2368,1651,64,260,393,2379.329,1657.482,65.02946,261.9716,394.8461,1367,315
040136137001,28,1815,1352,63,284,116,1824.02,1357.308,64.01337,286.1536,116.5449,1202,274
040136137002,28,1686,1274,61,228,123,1694.29,1279.002,61.9812,229.7289,123.5778,1011,222
040136137003,28,2145,1627,56,239,223,2155.148,1633.388,56.90078,240.8123,224.0475,1726,392
040136138001,28,1626,1322,21,174,109,1633.36,1327.19,21.33779,175.3194,109.512,1234,278
040136138002,28,2573,1951,82,342,198,2585.502,1958.66,83.31899,344.5934,198.9301,1891,471
040136139001,28,2765,2115,80,303,267,2778.142,2123.304,81.28682,305.2977,268.2542,1917,474
040136139002,28,1905,1444,54,226,181,1914.102,1449.669,54.86861,227.7138,181.8502,1448,371
040136139003,28,1583,1174,47,207,155,1590.663,1178.609,47.75601,208.5697,155.7281,1255,446
040136140001,27,1103,828,21,153,101,1108.223,831.2508,21.33779,154.1602,101.4744,615,168
040136140002,27,1664,1276,30,217,141,1671.8,1281.01,30.48256,218.6455,141.6623,1376,278
040136140003,27,1503,1170,32,176,125,1510.03,1174.594,32.51473,177.3346,125.5872,1112,202
040136141001,27,2309,1554,95,303,357,2320.604,1560.101,96.5281,305.2976,358.677,1231,342
040136141002,27,1313,993,36,134,150,1319.198,996.8986,36.57907,135.0161,150.7046,921,275
040136141003,27,1229,823,48,172,186,1235.181,826.2312,48.77209,173.3043,186.8737,1136,370
040136141004,27,1849,1342,49,226,232,1857.861,1347.269,49.78818,227.7138,233.0898,1445,354
040136142001,27,1393,1107,48,118,120,1399.577,1111.346,48.77209,118.8948,120.5637,1141,309
040136142002,27,1992,1416,97,207,272,2001.967,1421.559,98.56027,208.5697,273.2777,1583,224
040136142003,27,1347,1042,18,165,122,1353.205,1046.091,18.28953,166.2512,122.5731,957,230
040136143001,27,913,654,5,80,174,917.072,656.5677,5.080426,80.60664,174.8173,857,272
040136143002,27,1167,905,12,76,174,1172.14,908.5531,12.19302,76.5763,174.8173,1013,197
040136143003,27,943,706,30,117,90,947.5644,708.7718,30.48256,117.8872,90.42278,549,159
040136144001,2,1230,811,35,287,97,1236.379,814.184,35.56299,289.1763,97.45565,1179,510
040136144002,2,1567,1024,96,238,209,1575.351,1028.02,97.54419,239.8048,209.9817,914,246
040136144003,2,1219,759,33,349,78,1225.524,761.9799,33.53081,351.6465,78.3664,897,274
040136145001,2,1083,709,41,242,91,1088.706,711.7836,41.65949,243.8351,91.42745,698,246
040136145002,2,1582,1081,67,279,155,1590.166,1085.244,68.07772,281.1157,155.7281,1028,214
040136145003,2,514,162,15,308,29,517.349,162.636,15.24128,310.3355,29.13622,81,86
040136145004,27,1517,1006,26,326,159,1524.587,1009.95,26.41822,328.472,159.7469,972,302
040136146011,2,1162,688,117,199,158,1168.834,690.7011,118.8819,200.509,158.7422,1078,268
040136146012,2,1349,924,61,229,135,1355.98,927.6277,61.9812,230.7365,135.6341,760,255
040136146013,2,1010,705,42,163,100,1015.149,707.768,42.67558,164.236,100.4697,765,350
040136146021,2,858,547,28,188,95,862.4698,549.1476,28.45039,189.4256,95.44626,898,337
040136146022,2,1308,808,85,257,158,1315.23,811.1723,86.36725,258.9488,158.7422,1270,471
040136146023,2,936,542,95,169,130,941.5482,544.1279,96.5281,170.2815,130.6107,564,199
040136147001,2,1666,1044,171,301,150,1675.837,1048.099,173.7506,303.2825,150.7046,1220,365
040136147002,2,1428,798,177,269,184,1436.884,801.133,179.8471,271.0398,184.8643,1272,297
040136148001,2,1256,660,41,216,339,1262.481,662.5912,41.6595,217.6379,340.5924,917,232
040136148002,2,1539,1045,49,350,95,1546.991,1049.103,49.78817,352.6541,95.44624,1075,288
040136148003,2,1399,1055,50,204,90,1405.916,1059.142,50.80426,205.5469,90.42276,874,182
040136149001,2,1366,999,47,187,133,1372.721,1002.922,47.75601,188.418,133.6247,893,263
040136149002,2,1577,1235,36,136,170,1584.258,1239.849,36.57907,137.0313,170.7986,1252,218
040136149003,2,1270,801,111,163,195,1277.082,804.1448,112.7855,164.236,195.916,665,170
040136150011,4,1774,1338,49,126,261,1782.223,1343.253,49.78817,126.9555,262.226,1673,475
040136150012,4,1394,1015,42,81,256,1400.477,1018.985,42.67558,81.61422,257.2025,1177,321
040136150013,4,2672,1934,67,143,528,2684.235,1941.593,68.07771,144.0844,530.4802,1315,311
040136150021,4,477,468,3,3,3,478.9225,469.8374,3.048256,3.022749,3.014092,568,130
040136150022,4,2231,1582,70,196,383,2241.622,1588.211,71.12596,197.4863,384.7991,1257,238
040136150023,3,2325,1677,78,224,346,2336.162,1683.584,79.25465,225.6986,347.6253,1169,267
040136151001,4,1607,1238,36,159,174,1614.463,1242.86,36.57907,160.2057,174.8174,912,217
040136151002,4,3107,2258,115,206,528,3121.757,2266.865,116.8498,207.5621,530.4803,2060,297
040136152011,4,499,353,17,58,71,501.4326,354.3859,17.27345,58.43982,71.33352,408,281
040136152012,4,5340,3587,243,541,969,5366.645,3601.083,246.9087,545.1024,973.5518,4016,817
040136152021,4,629,472,13,53,91,631.8916,473.8531,13.20911,53.4019,91.42746,416,256
040136152022,4,463,367,23,30,43,465.2403,368.4409,23.36996,30.22749,43.20199,138,160
040136152023,4,2762,2238,81,204,239,2774.759,2246.787,82.3029,205.5469,240.1227,2199,501
040136153001,28,2085,1765,17,211,92,2094.235,1771.929,17.27345,212.6,92.43216,1964,343
040136154001,28,1072,995,8,30,39,1076.446,998.9065,8.128682,30.22749,39.1832,837,109
040136154002,28,1684,1564,21,55,44,1691.102,1570.14,21.33779,55.41707,44.20668,1951,286
040136155001,28,1362,1259,22,41,40,1367.796,1263.943,22.35388,41.3109,40.1879,1233,187
040136155002,28,1626,1526,25,43,32,1632.87,1531.991,25.40213,43.32607,32.15031,1502,255
040136156001,28,885,765,23,53,44,888.982,768.0034,23.36996,53.4019,44.20668,882,251
040136156002,28,1696,1320,63,194,119,1704.226,1325.182,64.01338,195.4711,119.559,1064,239
040136156003,28,1310,1217,14,41,38,1315.493,1221.778,14.22519,41.3109,38.1785,996,202
040136157001,27,1621,1171,82,188,180,1629.188,1175.597,83.31899,189.4256,180.8455,1015,199
040136157002,27,1452,1121,55,194,82,1459.142,1125.401,55.88469,195.4711,82.38518,1197,560
040136158001,27,1179,892,49,143,95,1184.821,895.5021,49.78818,144.0844,95.44625,794,177
040136158002,27,2489,1767,138,340,244,2501.882,1773.937,140.2198,342.5782,245.1461,1903,286
040136158003,27,1420,1111,53,136,120,1426.809,1115.362,53.85252,137.0313,120.5637,1089,382
040136159001,27,1529,1133,48,218,130,1536.484,1137.448,48.77209,219.6531,130.6107,1214,316
040136159002,27,1329,912,52,175,190,1335.637,915.5806,52.83644,176.327,190.8925,973,219
040136159003,27,1470,1015,78,172,205,1477.507,1018.985,79.25465,173.3043,205.963,1087,212
040136160001,27,1396,1014,39,201,142,1402.8,1017.981,39.62733,202.5242,142.667,904,178
040136160002,27,1012,579,45,114,274,1017.149,581.2732,45.72384,114.8645,275.2871,890,164
040136161001,27,1402,955,68,262,117,1409.38,958.7495,69.0938,263.9868,117.5496,1251,360
040136161002,27,1040,751,41,173,75,1045.272,753.9485,41.6595,174.3119,75.3523,569,208
040136161003,27,1463,1015,74,237,137,1470.616,1018.985,75.19031,238.7972,137.6435,891,198
040136162001,27,1650,1117,95,279,159,1658.776,1121.385,96.5281,281.1157,159.7469,1418,171
040136162002,27,1703,1217,58,331,97,1711.677,1221.778,58.93294,333.51,97.45565,1261,378
040136163001,2,2125,1542,58,367,158,2135.512,1548.054,58.93295,369.783,158.7422,1589,300
040136164001,2,1274,937,38,210,89,1280.3,940.6788,38.61124,211.5924,89.41807,1226,356
040136164002,2,851,688,26,87,50,855.014,690.7012,26.41822,87.65973,50.23487,970,401
040136164003,2,2286,575,90,176,1445,2297.827,577.2575,91.44768,177.3346,1451.788,197,176
040136164004,2,1197,886,35,167,109,1202.82,889.4785,35.56299,168.2664,109.512,681,148
040136164005,2,692,433,13,35,211,695.1657,434.7,13.20911,35.26541,211.9912,362,163
040136165001,2,992,641,42,210,99,997.2497,643.5167,42.67558,211.5924,99.46504,675,212
040136165002,2,1198,661,126,268,143,1205.326,663.5952,128.0267,270.0322,143.6717,653,220
040136165003,2,1648,1056,54,409,129,1656.722,1060.146,54.86861,412.1014,129.606,1336,296
040136166001,2,1386,819,49,436,82,1393.695,822.2154,49.78818,439.3062,82.38518,1619,523
040136166002,2,1605,1011,98,348,148,1613.88,1014.969,99.57635,350.6389,148.6952,1243,458
040136166003,2,1198,838,40,270,50,1204.216,841.2901,40.64341,272.0474,50.23487,755,305
040136166004,2,1509,1044,40,323,102,1516.671,1048.099,40.64341,325.4493,102.4791,885,302
040136167001,2,2461,1591,133,523,214,2474.357,1597.246,135.1393,526.9659,215.0052,1813,517
040136167002,2,1512,1080,57,256,119,1519.657,1084.24,57.91686,257.9413,119.559,819,307
040136167003,2,1342,957,54,208,123,1348.781,960.7573,54.8686,209.5773,123.5778,1223,421
040136168001,2,1474,1087,50,256,81,1481.394,1091.268,50.80426,257.9412,81.38048,1115,279
040136168002,2,1210,885,30,186,109,1215.88,888.4746,30.48256,187.4104,109.512,918,251
040136168003,2,1745,926,34,704,81,1754.901,929.6355,34.5469,709.3384,81.38049,1058,533
040136168004,2,1436,1013,73,268,82,1443.569,1016.977,74.17423,270.0322,82.38519,704,234
040136169001,2,997,813,31,86,67,1001.657,816.1919,31.49864,86.65214,67.31473,683,162
040136169002,2,1410,890,96,233,191,1417.702,893.4942,97.54419,234.7668,191.8972,828,217
040136169003,2,1989,1278,152,303,256,1999.963,1283.018,154.445,305.2976,257.2025,1427,337
040136170011,4,8,5,1,2,0,8.050881,5.01963,1.016085,2.015166,0,0,13
040136170021,2,1213,889,39,195,90,1219.019,892.4903,39.62733,196.4787,90.42276,460,174
040136170022,2,1525,998,36,389,102,1532.926,1001.918,36.57907,391.9498,102.4791,1240,450
040136170023,2,1234,657,52,412,113,1241.071,659.5795,52.83643,415.1242,113.5308,544,203
040136170024,2,1189,764,46,264,115,1195.282,766.9995,46.73992,266.0019,115.5402,761,251
040136170025,3,1016,729,51,128,108,1021.16,731.8621,51.82035,128.9706,108.5073,1022,528
040136171001,2,1356,1056,42,165,93,1362.51,1060.146,42.67558,166.2512,93.43686,1047,157
040136171002,2,919,676,40,103,100,923.5483,678.6541,40.64341,103.7811,100.4697,806,210
040136172001,2,1227,947,53,115,112,1232.969,950.7179,53.85252,115.872,112.5261,928,206
040136172002,2,1294,952,44,149,149,1300.275,955.7377,44.70775,150.1299,149.6999,909,180
040136173001,4,1285,781,52,110,342,1291.343,784.0663,52.83644,110.8341,343.6065,1166,324
040136173002,4,875,668,27,108,72,879.2141,670.6227,27.4343,108.819,72.33821,437,120
040136173003,4,858,619,43,114,82,862.3716,621.4302,43.69166,114.8645,82.38518,549,177
040136174001,28,1169,1076,19,35,39,1173.979,1080.224,19.30562,35.26541,39.18319,1251,236
040136174002,28,1083,896,30,75,82,1087.954,899.5178,30.48256,75.56873,82.38518,737,184
040136174003,28,2585,1761,182,446,196,2599.144,1767.914,184.9275,449.382,196.9207,1989,594
040136174004,28,858,794,8,28,28,861.5898,797.1174,8.128681,28.21232,28.13153,662,177
040136174005,28,1878,1753,24,55,46,1885.902,1759.883,24.38604,55.41706,46.21609,1424,226
040136175001,28,533,484,9,16,24,535.2791,485.9002,9.144767,16.12133,24.11274,429,132
040136175002,28,1104,1012,11,48,33,1108.669,1015.973,11.17694,48.36399,33.15501,1380,393
040136175003,28,702,643,13,23,23,705.016,645.5245,13.20911,23.17441,23.10804,553,163
040136175004,28,1638,1284,76,176,102,1646.077,1289.041,77.22247,177.3346,102.4791,1028,198
040136176001,28,2147,1511,137,342,157,2158.467,1516.932,139.2037,344.5934,157.7375,1322,358
040136176002,28,1702,1164,70,303,165,1710.769,1168.57,71.12597,305.2976,165.7751,948,345
040136176003,28,1234,967,34,172,61,1239.934,970.7964,34.5469,173.3043,61.28654,1046,302
040136176004,28,1202,909,39,151,103,1207.825,912.5688,39.62733,152.145,103.4838,1215,443
040136177001,27,853,559,16,158,120,857.2138,561.1947,16.25737,159.1981,120.5637,669,168
040136177002,27,919,535,114,188,82,924.7449,537.1004,115.8337,189.4256,82.38518,568,185
040136177003,27,1701,955,231,352,163,1711.9,958.7494,234.7157,354.6693,163.7657,1184,274
040136178001,27,647,489,10,98,50,650.0587,490.9199,10.16085,98.74314,50.23487,370,86
040136178002,27,2014,1633,30,230,121,2023.206,1639.411,30.48256,231.7441,121.5684,1598,262
040136179001,27,1001,732,27,123,119,1005.8,734.8739,27.4343,123.9327,119.559,588,127
040136179002,27,500,335,25,64,76,502.5596,336.3152,25.40213,64.48531,76.357,327,106
040136179003,27,1241,1021,24,127,69,1246.682,1025.009,24.38605,127.963,69.32412,1258,525
040136180001,27,1979,1397,71,238,273,1988.714,1402.485,72.14205,239.8048,274.2824,1781,523
040136180002,27,1499,1053,68,295,83,1506.855,1057.134,69.0938,297.237,83.38988,942,226
040136180003,27,998,722,45,191,40,1003.195,724.8346,45.72383,192.4483,40.1879,624,187
040136181001,27,1884,1451,45,254,134,1892.976,1456.697,45.72383,255.9261,134.6295,1238,209
040136181002,27,1308,912,72,211,113,1314.87,915.5806,73.15814,212.6,113.5308,1028,539
040136181003,27,1223,937,43,167,76,1228.994,940.6787,43.69167,168.2664,76.357,896,175
040136182001,2,1738,1203,46,391,98,1746.888,1207.723,46.73992,393.9649,98.46034,1468,386
040136182002,2,2190,1449,169,391,181,2202.222,1454.689,171.7184,393.965,181.8503,1401,332
040136183001,2,1593,1136,57,293,107,1601.101,1140.46,57.91686,295.2218,107.5026,911,182
040136183002,2,1526,1104,46,276,100,1533.637,1108.334,46.73992,278.0929,100.4697,1294,240
040136184001,2,1939,1119,84,578,158,1949.87,1123.393,85.35116,582.383,158.7422,1170,233
040136184002,2,2083,1382,92,481,128,2094.154,1387.426,93.47985,484.6474,128.6013,1559,402
040136185001,2,2144,1333,63,561,187,2155.379,1338.233,64.01337,565.2541,187.8784,1253,302
040136185002,2,995,507,194,210,84,1002.098,508.9906,197.1205,211.5924,84.39458,1321,601
040136185003,2,887,455,129,247,56,892.9974,456.7863,131.075,248.873,56.26305,674,208
040136186001,2,1866,980,106,517,263,1876.708,983.8475,107.705,520.9204,264.2354,1332,354
040136186002,2,1150,711,127,252,60,1157.027,713.7915,129.0428,253.9109,60.28184,565,165
040136186003,2,1922,1115,90,591,126,1932.899,1119.378,91.44768,595.4816,126.5919,1540,519
040136187001,2,1533,880,72,469,112,1541.696,883.4549,73.15814,472.5564,112.5261,934,168
040136187002,2,1472,701,20,628,123,1480.414,703.7522,20.32171,632.7621,123.5778,908,239
040136188001,2,1402,587,106,622,87,1411.135,589.3046,107.705,626.7167,87.40868,824,414
040136188002,2,1442,552,295,501,94,1453.153,554.1672,299.7451,504.7991,94.44156,618,181
040136188003,2,1243,553,130,459,101,1251.217,555.1711,132.091,462.4806,101.4744,911,296
040136188004,2,1262,588,175,418,81,1270.674,590.3086,177.8149,421.1697,81.38049,1028,356
040136189001,2,1598,1126,93,259,120,1606.444,1130.421,94.49593,260.964,120.5637,1150,358
040136189002,2,1631,898,37,605,91,1640.136,901.5256,37.59516,609.5877,91.42746,1059,314
040136189003,2,991,734,29,139,89,995.8204,736.8818,29.46647,140.054,89.41807,641,285
040136189004,2,1093,802,35,157,99,1098.367,805.1487,35.56299,158.1905,99.46503,1050,379
040136189005,2,1545,732,281,331,201,1555.848,734.8738,285.52,333.51,201.9442,1355,409
040136190001,2,814,666,38,57,53,817.9072,668.6148,38.61124,57.43223,53.24896,546,160
040136190002,2,1294,944,60,158,132,1300.489,947.7063,60.96511,159.1981,132.6201,873,189
040136190003,2,960,681,57,166,56,965.1123,683.6736,57.91686,167.2588,56.26306,915,433
040136191001,2,2664,1283,525,632,224,2683.327,1288.037,533.4448,636.7924,225.0522,1366,480
040136191002,2,1229,579,180,361,109,1237.418,581.2732,182.8953,363.7375,109.512,1049,377
040136192001,2,2161,1105,281,539,236,2175.054,1109.338,285.5199,543.0872,237.1086,1987,424
040136192002,2,2147,1051,279,485,332,2160.852,1055.126,283.4878,488.6777,333.5595,1031,347
040136192003,2,1770,908,166,518,178,1780.999,911.565,168.6702,521.928,178.8361,845,372
040136193001,2,1827,1224,83,413,107,1836.775,1228.806,84.33508,416.1318,107.5026,1280,220
040136193002,2,850,382,26,408,34,855.1715,383.4998,26.41822,411.0938,34.15971,445,162
040136193003,2,1989,1042,145,592,210,2000.899,1046.091,147.3324,596.4891,210.9865,1421,402
040136194001,2,1992,1040,165,583,204,2004.116,1044.083,167.6541,587.4209,204.9583,1349,290
040136194002,2,1581,939,168,309,165,1590.507,942.6865,170.7023,311.3431,165.7751,1479,405
040136194003,2,1311,484,55,659,113,1319.313,485.9002,55.88469,663.9972,113.5308,788,292
040136195001,2,1676,974,38,529,135,1685.081,977.8239,38.61124,533.0114,135.6341,913,241
040136195002,2,1731,1143,86,341,161,1740.213,1147.487,87.38334,343.5858,161.7563,1667,570
040136195003,2,2154,1055,119,799,181,2166.965,1059.142,120.9141,805.0588,181.8502,1391,334
040136196011,2,0,0,0,0,0,0,0,0,0,0,0,13
